"","exon.lengths","Gene"
"ENSRNOG00000011367",3123,"ENSRNOG00000011367"
"ENSRNOG00000011373",1435,"ENSRNOG00000011373"
"ENSRNOG00000011374",1340,"ENSRNOG00000011374"
"ENSRNOG00000011375",6591,"ENSRNOG00000011375"
"ENSRNOG00000011376",5489,"ENSRNOG00000011376"
"ENSRNOG00000011379",1845,"ENSRNOG00000011379"
"ENSRNOG00000011381",3544,"ENSRNOG00000011381"
"ENSRNOG00000011382",992,"ENSRNOG00000011382"
"ENSRNOG00000011383",1807,"ENSRNOG00000011383"
"ENSRNOG00000011384",1187,"ENSRNOG00000011384"
"ENSRNOG00000011387",8036,"ENSRNOG00000011387"
"ENSRNOG00000011391",5042,"ENSRNOG00000011391"
"ENSRNOG00000011394",3740,"ENSRNOG00000011394"
"ENSRNOG00000011397",2793,"ENSRNOG00000011397"
"ENSRNOG00000011398",1930,"ENSRNOG00000011398"
"ENSRNOG00000011399",849,"ENSRNOG00000011399"
"ENSRNOG00000011400",2899,"ENSRNOG00000011400"
"ENSRNOG00000011401",1811,"ENSRNOG00000011401"
"ENSRNOG00000011402",2434,"ENSRNOG00000011402"
"ENSRNOG00000011404",1801,"ENSRNOG00000011404"
"ENSRNOG00000011406",1378,"ENSRNOG00000011406"
"ENSRNOG00000011407",4759,"ENSRNOG00000011407"
"ENSRNOG00000011411",6919,"ENSRNOG00000011411"
"ENSRNOG00000011413",7240,"ENSRNOG00000011413"
"ENSRNOG00000011414",1758,"ENSRNOG00000011414"
"ENSRNOG00000011416",1905,"ENSRNOG00000011416"
"ENSRNOG00000011417",4389,"ENSRNOG00000011417"
"ENSRNOG00000011419",3934,"ENSRNOG00000011419"
"ENSRNOG00000011420",2983,"ENSRNOG00000011420"
"ENSRNOG00000011421",2859,"ENSRNOG00000011421"
"ENSRNOG00000011422",4948,"ENSRNOG00000011422"
"ENSRNOG00000011423",2255,"ENSRNOG00000011423"
"ENSRNOG00000011424",2143,"ENSRNOG00000011424"
"ENSRNOG00000011425",4861,"ENSRNOG00000011425"
"ENSRNOG00000011427",6088,"ENSRNOG00000011427"
"ENSRNOG00000011431",6449,"ENSRNOG00000011431"
"ENSRNOG00000011435",3890,"ENSRNOG00000011435"
"ENSRNOG00000011438",1824,"ENSRNOG00000011438"
"ENSRNOG00000011439",2398,"ENSRNOG00000011439"
"ENSRNOG00000011440",4066,"ENSRNOG00000011440"
"ENSRNOG00000011441",3076,"ENSRNOG00000011441"
"ENSRNOG00000011445",1978,"ENSRNOG00000011445"
"ENSRNOG00000011446",3805,"ENSRNOG00000011446"
"ENSRNOG00000011448",3043,"ENSRNOG00000011448"
"ENSRNOG00000011451",5334,"ENSRNOG00000011451"
"ENSRNOG00000011452",1648,"ENSRNOG00000011452"
"ENSRNOG00000011453",3428,"ENSRNOG00000011453"
"ENSRNOG00000011454",6202,"ENSRNOG00000011454"
"ENSRNOG00000011455",5082,"ENSRNOG00000011455"
"ENSRNOG00000011457",1251,"ENSRNOG00000011457"
"ENSRNOG00000011459",3480,"ENSRNOG00000011459"
"ENSRNOG00000011460",9551,"ENSRNOG00000011460"
"ENSRNOG00000011461",3244,"ENSRNOG00000011461"
"ENSRNOG00000011463",847,"ENSRNOG00000011463"
"ENSRNOG00000011467",1922,"ENSRNOG00000011467"
"ENSRNOG00000011470",4843,"ENSRNOG00000011470"
"ENSRNOG00000011471",4035,"ENSRNOG00000011471"
"ENSRNOG00000011474",5507,"ENSRNOG00000011474"
"ENSRNOG00000011475",9028,"ENSRNOG00000011475"
"ENSRNOG00000011476",5617,"ENSRNOG00000011476"
"ENSRNOG00000011478",2827,"ENSRNOG00000011478"
"ENSRNOG00000011480",3701,"ENSRNOG00000011480"
"ENSRNOG00000011483",675,"ENSRNOG00000011483"
"ENSRNOG00000011484",666,"ENSRNOG00000011484"
"ENSRNOG00000011488",1513,"ENSRNOG00000011488"
"ENSRNOG00000011489",1856,"ENSRNOG00000011489"
"ENSRNOG00000011490",1784,"ENSRNOG00000011490"
"ENSRNOG00000011491",8798,"ENSRNOG00000011491"
"ENSRNOG00000011492",3923,"ENSRNOG00000011492"
"ENSRNOG00000011494",669,"ENSRNOG00000011494"
"ENSRNOG00000011497",2342,"ENSRNOG00000011497"
"ENSRNOG00000011498",4585,"ENSRNOG00000011498"
"ENSRNOG00000011500",2714,"ENSRNOG00000011500"
"ENSRNOG00000011501",1738,"ENSRNOG00000011501"
"ENSRNOG00000011502",3115,"ENSRNOG00000011502"
"ENSRNOG00000011503",3875,"ENSRNOG00000011503"
"ENSRNOG00000011504",9909,"ENSRNOG00000011504"
"ENSRNOG00000011507",1999,"ENSRNOG00000011507"
"ENSRNOG00000011508",3313,"ENSRNOG00000011508"
"ENSRNOG00000011509",2638,"ENSRNOG00000011509"
"ENSRNOG00000011511",6914,"ENSRNOG00000011511"
"ENSRNOG00000011513",2400,"ENSRNOG00000011513"
"ENSRNOG00000011517",4353,"ENSRNOG00000011517"
"ENSRNOG00000011518",1599,"ENSRNOG00000011518"
"ENSRNOG00000011519",2163,"ENSRNOG00000011519"
"ENSRNOG00000011521",4562,"ENSRNOG00000011521"
"ENSRNOG00000011523",9634,"ENSRNOG00000011523"
"ENSRNOG00000011526",4193,"ENSRNOG00000011526"
"ENSRNOG00000011528",1543,"ENSRNOG00000011528"
"ENSRNOG00000011530",2827,"ENSRNOG00000011530"
"ENSRNOG00000011533",2629,"ENSRNOG00000011533"
"ENSRNOG00000011535",1271,"ENSRNOG00000011535"
"ENSRNOG00000011540",1851,"ENSRNOG00000011540"
"ENSRNOG00000011541",2111,"ENSRNOG00000011541"
"ENSRNOG00000011542",2494,"ENSRNOG00000011542"
"ENSRNOG00000011543",1630,"ENSRNOG00000011543"
"ENSRNOG00000011544",5686,"ENSRNOG00000011544"
"ENSRNOG00000011548",5439,"ENSRNOG00000011548"
"ENSRNOG00000011550",2955,"ENSRNOG00000011550"
"ENSRNOG00000011552",3486,"ENSRNOG00000011552"
"ENSRNOG00000011553",1830,"ENSRNOG00000011553"
"ENSRNOG00000011555",6202,"ENSRNOG00000011555"
"ENSRNOG00000011557",357,"ENSRNOG00000011557"
"ENSRNOG00000011559",2132,"ENSRNOG00000011559"
"ENSRNOG00000011560",2349,"ENSRNOG00000011560"
"ENSRNOG00000011561",3657,"ENSRNOG00000011561"
"ENSRNOG00000011562",8774,"ENSRNOG00000011562"
"ENSRNOG00000011563",936,"ENSRNOG00000011563"
"ENSRNOG00000011566",4957,"ENSRNOG00000011566"
"ENSRNOG00000011567",2895,"ENSRNOG00000011567"
"ENSRNOG00000011568",1006,"ENSRNOG00000011568"
"ENSRNOG00000011572",8830,"ENSRNOG00000011572"
"ENSRNOG00000011573",5420,"ENSRNOG00000011573"
"ENSRNOG00000011575",3866,"ENSRNOG00000011575"
"ENSRNOG00000011582",3065,"ENSRNOG00000011582"
"ENSRNOG00000011584",3061,"ENSRNOG00000011584"
"ENSRNOG00000011585",16385,"ENSRNOG00000011585"
"ENSRNOG00000011586",2471,"ENSRNOG00000011586"
"ENSRNOG00000011588",7521,"ENSRNOG00000011588"
"ENSRNOG00000011589",3961,"ENSRNOG00000011589"
"ENSRNOG00000011591",1104,"ENSRNOG00000011591"
"ENSRNOG00000011592",4002,"ENSRNOG00000011592"
"ENSRNOG00000011595",5597,"ENSRNOG00000011595"
"ENSRNOG00000011598",2905,"ENSRNOG00000011598"
"ENSRNOG00000011599",4562,"ENSRNOG00000011599"
"ENSRNOG00000011603",3369,"ENSRNOG00000011603"
"ENSRNOG00000011606",1496,"ENSRNOG00000011606"
"ENSRNOG00000011611",6673,"ENSRNOG00000011611"
"ENSRNOG00000011612",1689,"ENSRNOG00000011612"
"ENSRNOG00000011613",5920,"ENSRNOG00000011613"
"ENSRNOG00000011614",5555,"ENSRNOG00000011614"
"ENSRNOG00000011616",2235,"ENSRNOG00000011616"
"ENSRNOG00000011617",4373,"ENSRNOG00000011617"
"ENSRNOG00000011618",1363,"ENSRNOG00000011618"
"ENSRNOG00000011619",10221,"ENSRNOG00000011619"
"ENSRNOG00000011621",8706,"ENSRNOG00000011621"
"ENSRNOG00000011622",2693,"ENSRNOG00000011622"
"ENSRNOG00000011623",2194,"ENSRNOG00000011623"
"ENSRNOG00000011624",6076,"ENSRNOG00000011624"
"ENSRNOG00000011625",4600,"ENSRNOG00000011625"
"ENSRNOG00000011627",5035,"ENSRNOG00000011627"
"ENSRNOG00000011628",1526,"ENSRNOG00000011628"
"ENSRNOG00000011631",2210,"ENSRNOG00000011631"
"ENSRNOG00000011632",3664,"ENSRNOG00000011632"
"ENSRNOG00000011634",2805,"ENSRNOG00000011634"
"ENSRNOG00000011635",2310,"ENSRNOG00000011635"
"ENSRNOG00000011636",3895,"ENSRNOG00000011636"
"ENSRNOG00000011637",1313,"ENSRNOG00000011637"
"ENSRNOG00000011639",5137,"ENSRNOG00000011639"
"ENSRNOG00000011642",1741,"ENSRNOG00000011642"
"ENSRNOG00000011644",2786,"ENSRNOG00000011644"
"ENSRNOG00000011645",2552,"ENSRNOG00000011645"
"ENSRNOG00000011646",1838,"ENSRNOG00000011646"
"ENSRNOG00000011647",458,"ENSRNOG00000011647"
"ENSRNOG00000011648",2624,"ENSRNOG00000011648"
"ENSRNOG00000011649",2558,"ENSRNOG00000011649"
"ENSRNOG00000011652",3417,"ENSRNOG00000011652"
"ENSRNOG00000011653",5546,"ENSRNOG00000011653"
"ENSRNOG00000011654",3765,"ENSRNOG00000011654"
"ENSRNOG00000011655",5066,"ENSRNOG00000011655"
"ENSRNOG00000011657",2008,"ENSRNOG00000011657"
"ENSRNOG00000011658",1949,"ENSRNOG00000011658"
"ENSRNOG00000011659",6374,"ENSRNOG00000011659"
"ENSRNOG00000011661",6030,"ENSRNOG00000011661"
"ENSRNOG00000011663",1229,"ENSRNOG00000011663"
"ENSRNOG00000011667",2435,"ENSRNOG00000011667"
"ENSRNOG00000011668",3353,"ENSRNOG00000011668"
"ENSRNOG00000011669",3774,"ENSRNOG00000011669"
"ENSRNOG00000011671",1519,"ENSRNOG00000011671"
"ENSRNOG00000011672",3899,"ENSRNOG00000011672"
"ENSRNOG00000011675",4177,"ENSRNOG00000011675"
"ENSRNOG00000011677",5708,"ENSRNOG00000011677"
"ENSRNOG00000011678",3873,"ENSRNOG00000011678"
"ENSRNOG00000011680",5782,"ENSRNOG00000011680"
"ENSRNOG00000011683",3063,"ENSRNOG00000011683"
"ENSRNOG00000011684",1560,"ENSRNOG00000011684"
"ENSRNOG00000011688",2119,"ENSRNOG00000011688"
"ENSRNOG00000011690",2206,"ENSRNOG00000011690"
"ENSRNOG00000011696",3351,"ENSRNOG00000011696"
"ENSRNOG00000011697",7412,"ENSRNOG00000011697"
"ENSRNOG00000011700",7192,"ENSRNOG00000011700"
"ENSRNOG00000011702",3679,"ENSRNOG00000011702"
"ENSRNOG00000011704",4415,"ENSRNOG00000011704"
"ENSRNOG00000011705",2000,"ENSRNOG00000011705"
"ENSRNOG00000011706",1207,"ENSRNOG00000011706"
"ENSRNOG00000011709",5021,"ENSRNOG00000011709"
"ENSRNOG00000011713",3069,"ENSRNOG00000011713"
"ENSRNOG00000011714",1561,"ENSRNOG00000011714"
"ENSRNOG00000011716",1282,"ENSRNOG00000011716"
"ENSRNOG00000011718",2283,"ENSRNOG00000011718"
"ENSRNOG00000011719",1821,"ENSRNOG00000011719"
"ENSRNOG00000011720",6681,"ENSRNOG00000011720"
"ENSRNOG00000011723",3298,"ENSRNOG00000011723"
"ENSRNOG00000011726",4343,"ENSRNOG00000011726"
"ENSRNOG00000011728",2663,"ENSRNOG00000011728"
"ENSRNOG00000011729",2191,"ENSRNOG00000011729"
"ENSRNOG00000011732",1171,"ENSRNOG00000011732"
"ENSRNOG00000011739",9392,"ENSRNOG00000011739"
"ENSRNOG00000011740",2017,"ENSRNOG00000011740"
"ENSRNOG00000011745",2691,"ENSRNOG00000011745"
"ENSRNOG00000011747",1443,"ENSRNOG00000011747"
"ENSRNOG00000011748",445,"ENSRNOG00000011748"
"ENSRNOG00000011750",1694,"ENSRNOG00000011750"
"ENSRNOG00000011751",2694,"ENSRNOG00000011751"
"ENSRNOG00000011752",6378,"ENSRNOG00000011752"
"ENSRNOG00000011754",5360,"ENSRNOG00000011754"
"ENSRNOG00000011756",13496,"ENSRNOG00000011756"
"ENSRNOG00000011758",2380,"ENSRNOG00000011758"
"ENSRNOG00000011762",3608,"ENSRNOG00000011762"
"ENSRNOG00000011763",2319,"ENSRNOG00000011763"
"ENSRNOG00000011771",2357,"ENSRNOG00000011771"
"ENSRNOG00000011774",3310,"ENSRNOG00000011774"
"ENSRNOG00000011775",1925,"ENSRNOG00000011775"
"ENSRNOG00000011777",3886,"ENSRNOG00000011777"
"ENSRNOG00000011778",1215,"ENSRNOG00000011778"
"ENSRNOG00000011781",4976,"ENSRNOG00000011781"
"ENSRNOG00000011782",2349,"ENSRNOG00000011782"
"ENSRNOG00000011784",2576,"ENSRNOG00000011784"
"ENSRNOG00000011785",3393,"ENSRNOG00000011785"
"ENSRNOG00000011789",4572,"ENSRNOG00000011789"
"ENSRNOG00000011791",3667,"ENSRNOG00000011791"
"ENSRNOG00000011794",1212,"ENSRNOG00000011794"
"ENSRNOG00000011796",2769,"ENSRNOG00000011796"
"ENSRNOG00000011798",2815,"ENSRNOG00000011798"
"ENSRNOG00000011799",1998,"ENSRNOG00000011799"
"ENSRNOG00000011800",3674,"ENSRNOG00000011800"
"ENSRNOG00000011803",2767,"ENSRNOG00000011803"
"ENSRNOG00000011804",3088,"ENSRNOG00000011804"
"ENSRNOG00000011808",2391,"ENSRNOG00000011808"
"ENSRNOG00000011809",6327,"ENSRNOG00000011809"
"ENSRNOG00000011814",1758,"ENSRNOG00000011814"
"ENSRNOG00000011815",4218,"ENSRNOG00000011815"
"ENSRNOG00000011817",1486,"ENSRNOG00000011817"
"ENSRNOG00000011820",5106,"ENSRNOG00000011820"
"ENSRNOG00000011821",548,"ENSRNOG00000011821"
"ENSRNOG00000011823",3720,"ENSRNOG00000011823"
"ENSRNOG00000011824",1391,"ENSRNOG00000011824"
"ENSRNOG00000011825",934,"ENSRNOG00000011825"
"ENSRNOG00000011826",4990,"ENSRNOG00000011826"
"ENSRNOG00000011827",806,"ENSRNOG00000011827"
"ENSRNOG00000011829",7367,"ENSRNOG00000011829"
"ENSRNOG00000011830",2429,"ENSRNOG00000011830"
"ENSRNOG00000011831",1366,"ENSRNOG00000011831"
"ENSRNOG00000011839",2499,"ENSRNOG00000011839"
"ENSRNOG00000011841",8285,"ENSRNOG00000011841"
"ENSRNOG00000011842",1919,"ENSRNOG00000011842"
"ENSRNOG00000011844",3307,"ENSRNOG00000011844"
"ENSRNOG00000011846",1389,"ENSRNOG00000011846"
"ENSRNOG00000011847",2153,"ENSRNOG00000011847"
"ENSRNOG00000011849",2920,"ENSRNOG00000011849"
"ENSRNOG00000011852",5374,"ENSRNOG00000011852"
"ENSRNOG00000011853",1666,"ENSRNOG00000011853"
"ENSRNOG00000011854",5714,"ENSRNOG00000011854"
"ENSRNOG00000011857",2984,"ENSRNOG00000011857"
"ENSRNOG00000011858",3319,"ENSRNOG00000011858"
"ENSRNOG00000011859",4871,"ENSRNOG00000011859"
"ENSRNOG00000011861",1735,"ENSRNOG00000011861"
"ENSRNOG00000011863",2375,"ENSRNOG00000011863"
"ENSRNOG00000011865",1468,"ENSRNOG00000011865"
"ENSRNOG00000011871",4660,"ENSRNOG00000011871"
"ENSRNOG00000011873",3409,"ENSRNOG00000011873"
"ENSRNOG00000011875",4334,"ENSRNOG00000011875"
"ENSRNOG00000011876",3430,"ENSRNOG00000011876"
"ENSRNOG00000011879",18251,"ENSRNOG00000011879"
"ENSRNOG00000011881",1658,"ENSRNOG00000011881"
"ENSRNOG00000011882",5423,"ENSRNOG00000011882"
"ENSRNOG00000011884",4669,"ENSRNOG00000011884"
"ENSRNOG00000011885",3185,"ENSRNOG00000011885"
"ENSRNOG00000011887",9887,"ENSRNOG00000011887"
"ENSRNOG00000011891",3206,"ENSRNOG00000011891"
"ENSRNOG00000011892",2393,"ENSRNOG00000011892"
"ENSRNOG00000011893",1049,"ENSRNOG00000011893"
"ENSRNOG00000011895",2960,"ENSRNOG00000011895"
"ENSRNOG00000011901",1531,"ENSRNOG00000011901"
"ENSRNOG00000011904",3353,"ENSRNOG00000011904"
"ENSRNOG00000011905",2645,"ENSRNOG00000011905"
"ENSRNOG00000011907",1856,"ENSRNOG00000011907"
"ENSRNOG00000011908",5757,"ENSRNOG00000011908"
"ENSRNOG00000011909",4213,"ENSRNOG00000011909"
"ENSRNOG00000011910",2668,"ENSRNOG00000011910"
"ENSRNOG00000011912",2097,"ENSRNOG00000011912"
"ENSRNOG00000011913",4143,"ENSRNOG00000011913"
"ENSRNOG00000011914",5348,"ENSRNOG00000011914"
"ENSRNOG00000011917",1616,"ENSRNOG00000011917"
"ENSRNOG00000011918",3109,"ENSRNOG00000011918"
"ENSRNOG00000011921",4391,"ENSRNOG00000011921"
"ENSRNOG00000011922",3375,"ENSRNOG00000011922"
"ENSRNOG00000011923",1213,"ENSRNOG00000011923"
"ENSRNOG00000011927",2878,"ENSRNOG00000011927"
"ENSRNOG00000011929",3879,"ENSRNOG00000011929"
"ENSRNOG00000011931",6315,"ENSRNOG00000011931"
"ENSRNOG00000011932",3091,"ENSRNOG00000011932"
"ENSRNOG00000011933",1854,"ENSRNOG00000011933"
"ENSRNOG00000011936",1469,"ENSRNOG00000011936"
"ENSRNOG00000011937",4291,"ENSRNOG00000011937"
"ENSRNOG00000011944",3195,"ENSRNOG00000011944"
"ENSRNOG00000011945",4561,"ENSRNOG00000011945"
"ENSRNOG00000011946",1755,"ENSRNOG00000011946"
"ENSRNOG00000011947",3462,"ENSRNOG00000011947"
"ENSRNOG00000011949",1195,"ENSRNOG00000011949"
"ENSRNOG00000011951",2807,"ENSRNOG00000011951"
"ENSRNOG00000011952",1812,"ENSRNOG00000011952"
"ENSRNOG00000011953",5731,"ENSRNOG00000011953"
"ENSRNOG00000011954",1502,"ENSRNOG00000011954"
"ENSRNOG00000011955",342,"ENSRNOG00000011955"
"ENSRNOG00000011956",3473,"ENSRNOG00000011956"
"ENSRNOG00000011962",4152,"ENSRNOG00000011962"
"ENSRNOG00000011963",1008,"ENSRNOG00000011963"
"ENSRNOG00000011964",2568,"ENSRNOG00000011964"
"ENSRNOG00000011967",5037,"ENSRNOG00000011967"
"ENSRNOG00000011969",10999,"ENSRNOG00000011969"
"ENSRNOG00000011970",4490,"ENSRNOG00000011970"
"ENSRNOG00000011971",3278,"ENSRNOG00000011971"
"ENSRNOG00000011973",2800,"ENSRNOG00000011973"
"ENSRNOG00000011975",3504,"ENSRNOG00000011975"
"ENSRNOG00000011976",1353,"ENSRNOG00000011976"
"ENSRNOG00000011977",10520,"ENSRNOG00000011977"
"ENSRNOG00000011979",931,"ENSRNOG00000011979"
"ENSRNOG00000011980",5506,"ENSRNOG00000011980"
"ENSRNOG00000011981",4717,"ENSRNOG00000011981"
"ENSRNOG00000011984",386,"ENSRNOG00000011984"
"ENSRNOG00000011986",1713,"ENSRNOG00000011986"
"ENSRNOG00000011987",5272,"ENSRNOG00000011987"
"ENSRNOG00000011989",3735,"ENSRNOG00000011989"
"ENSRNOG00000011991",3649,"ENSRNOG00000011991"
"ENSRNOG00000011992",2394,"ENSRNOG00000011992"
"ENSRNOG00000011994",1869,"ENSRNOG00000011994"
"ENSRNOG00000011997",848,"ENSRNOG00000011997"
"ENSRNOG00000012001",2516,"ENSRNOG00000012001"
"ENSRNOG00000012002",6217,"ENSRNOG00000012002"
"ENSRNOG00000012004",2636,"ENSRNOG00000012004"
"ENSRNOG00000012007",3184,"ENSRNOG00000012007"
"ENSRNOG00000012008",1448,"ENSRNOG00000012008"
"ENSRNOG00000012012",2346,"ENSRNOG00000012012"
"ENSRNOG00000012014",4945,"ENSRNOG00000012014"
"ENSRNOG00000012015",2978,"ENSRNOG00000012015"
"ENSRNOG00000012016",5381,"ENSRNOG00000012016"
"ENSRNOG00000012017",3311,"ENSRNOG00000012017"
"ENSRNOG00000012019",5640,"ENSRNOG00000012019"
"ENSRNOG00000012020",2563,"ENSRNOG00000012020"
"ENSRNOG00000012021",2046,"ENSRNOG00000012021"
"ENSRNOG00000012022",1299,"ENSRNOG00000012022"
"ENSRNOG00000012026",1481,"ENSRNOG00000012026"
"ENSRNOG00000012027",2296,"ENSRNOG00000012027"
"ENSRNOG00000012030",4768,"ENSRNOG00000012030"
"ENSRNOG00000012034",1671,"ENSRNOG00000012034"
"ENSRNOG00000012035",1776,"ENSRNOG00000012035"
"ENSRNOG00000012036",8251,"ENSRNOG00000012036"
"ENSRNOG00000012037",4167,"ENSRNOG00000012037"
"ENSRNOG00000012038",1125,"ENSRNOG00000012038"
"ENSRNOG00000012040",1881,"ENSRNOG00000012040"
"ENSRNOG00000012045",5778,"ENSRNOG00000012045"
"ENSRNOG00000012046",3448,"ENSRNOG00000012046"
"ENSRNOG00000012049",3282,"ENSRNOG00000012049"
"ENSRNOG00000012051",2700,"ENSRNOG00000012051"
"ENSRNOG00000012052",445,"ENSRNOG00000012052"
"ENSRNOG00000012053",1150,"ENSRNOG00000012053"
"ENSRNOG00000012054",3125,"ENSRNOG00000012054"
"ENSRNOG00000012055",5268,"ENSRNOG00000012055"
"ENSRNOG00000012058",3708,"ENSRNOG00000012058"
"ENSRNOG00000012060",3189,"ENSRNOG00000012060"
"ENSRNOG00000012061",5116,"ENSRNOG00000012061"
"ENSRNOG00000012062",1535,"ENSRNOG00000012062"
"ENSRNOG00000012067",2441,"ENSRNOG00000012067"
"ENSRNOG00000012068",3567,"ENSRNOG00000012068"
"ENSRNOG00000012071",942,"ENSRNOG00000012071"
"ENSRNOG00000012073",1643,"ENSRNOG00000012073"
"ENSRNOG00000012074",2012,"ENSRNOG00000012074"
"ENSRNOG00000012081",802,"ENSRNOG00000012081"
"ENSRNOG00000012083",2220,"ENSRNOG00000012083"
"ENSRNOG00000012084",2491,"ENSRNOG00000012084"
"ENSRNOG00000012085",882,"ENSRNOG00000012085"
"ENSRNOG00000012087",2242,"ENSRNOG00000012087"
"ENSRNOG00000012088",1899,"ENSRNOG00000012088"
"ENSRNOG00000012089",2867,"ENSRNOG00000012089"
"ENSRNOG00000012090",1829,"ENSRNOG00000012090"
"ENSRNOG00000012091",1917,"ENSRNOG00000012091"
"ENSRNOG00000012092",695,"ENSRNOG00000012092"
"ENSRNOG00000012094",6584,"ENSRNOG00000012094"
"ENSRNOG00000012095",4076,"ENSRNOG00000012095"
"ENSRNOG00000012098",6458,"ENSRNOG00000012098"
"ENSRNOG00000012099",3031,"ENSRNOG00000012099"
"ENSRNOG00000012100",1402,"ENSRNOG00000012100"
"ENSRNOG00000012103",1583,"ENSRNOG00000012103"
"ENSRNOG00000012106",1827,"ENSRNOG00000012106"
"ENSRNOG00000012108",4306,"ENSRNOG00000012108"
"ENSRNOG00000012109",3338,"ENSRNOG00000012109"
"ENSRNOG00000012110",5844,"ENSRNOG00000012110"
"ENSRNOG00000012111",2771,"ENSRNOG00000012111"
"ENSRNOG00000012115",1849,"ENSRNOG00000012115"
"ENSRNOG00000012119",1332,"ENSRNOG00000012119"
"ENSRNOG00000012121",1877,"ENSRNOG00000012121"
"ENSRNOG00000012122",2706,"ENSRNOG00000012122"
"ENSRNOG00000012123",1068,"ENSRNOG00000012123"
"ENSRNOG00000012124",3118,"ENSRNOG00000012124"
"ENSRNOG00000012131",563,"ENSRNOG00000012131"
"ENSRNOG00000012134",6959,"ENSRNOG00000012134"
"ENSRNOG00000012136",1511,"ENSRNOG00000012136"
"ENSRNOG00000012137",1188,"ENSRNOG00000012137"
"ENSRNOG00000012140",2857,"ENSRNOG00000012140"
"ENSRNOG00000012141",1730,"ENSRNOG00000012141"
"ENSRNOG00000012142",1746,"ENSRNOG00000012142"
"ENSRNOG00000012146",3097,"ENSRNOG00000012146"
"ENSRNOG00000012147",3265,"ENSRNOG00000012147"
"ENSRNOG00000012148",13477,"ENSRNOG00000012148"
"ENSRNOG00000012149",3126,"ENSRNOG00000012149"
"ENSRNOG00000012151",5042,"ENSRNOG00000012151"
"ENSRNOG00000012153",4863,"ENSRNOG00000012153"
"ENSRNOG00000012155",1964,"ENSRNOG00000012155"
"ENSRNOG00000012156",3020,"ENSRNOG00000012156"
"ENSRNOG00000012157",6800,"ENSRNOG00000012157"
"ENSRNOG00000012160",5316,"ENSRNOG00000012160"
"ENSRNOG00000012162",1459,"ENSRNOG00000012162"
"ENSRNOG00000012163",3597,"ENSRNOG00000012163"
"ENSRNOG00000012164",2870,"ENSRNOG00000012164"
"ENSRNOG00000012165",3761,"ENSRNOG00000012165"
"ENSRNOG00000012166",2125,"ENSRNOG00000012166"
"ENSRNOG00000012167",3210,"ENSRNOG00000012167"
"ENSRNOG00000012168",2539,"ENSRNOG00000012168"
"ENSRNOG00000012172",2063,"ENSRNOG00000012172"
"ENSRNOG00000012174",492,"ENSRNOG00000012174"
"ENSRNOG00000012175",5213,"ENSRNOG00000012175"
"ENSRNOG00000012176",1184,"ENSRNOG00000012176"
"ENSRNOG00000012178",2657,"ENSRNOG00000012178"
"ENSRNOG00000012181",3683,"ENSRNOG00000012181"
"ENSRNOG00000012183",1292,"ENSRNOG00000012183"
"ENSRNOG00000012184",4210,"ENSRNOG00000012184"
"ENSRNOG00000012185",2292,"ENSRNOG00000012185"
"ENSRNOG00000012186",2521,"ENSRNOG00000012186"
"ENSRNOG00000012189",1140,"ENSRNOG00000012189"
"ENSRNOG00000012192",4615,"ENSRNOG00000012192"
"ENSRNOG00000012195",915,"ENSRNOG00000012195"
"ENSRNOG00000012196",5012,"ENSRNOG00000012196"
"ENSRNOG00000012197",2087,"ENSRNOG00000012197"
"ENSRNOG00000012199",2323,"ENSRNOG00000012199"
"ENSRNOG00000012201",1052,"ENSRNOG00000012201"
"ENSRNOG00000012204",6347,"ENSRNOG00000012204"
"ENSRNOG00000012205",1921,"ENSRNOG00000012205"
"ENSRNOG00000012206",5086,"ENSRNOG00000012206"
"ENSRNOG00000012207",34148,"ENSRNOG00000012207"
"ENSRNOG00000012208",2695,"ENSRNOG00000012208"
"ENSRNOG00000012209",2571,"ENSRNOG00000012209"
"ENSRNOG00000012210",4308,"ENSRNOG00000012210"
"ENSRNOG00000012213",1089,"ENSRNOG00000012213"
"ENSRNOG00000012215",2172,"ENSRNOG00000012215"
"ENSRNOG00000012216",4624,"ENSRNOG00000012216"
"ENSRNOG00000012218",6434,"ENSRNOG00000012218"
"ENSRNOG00000012219",1648,"ENSRNOG00000012219"
"ENSRNOG00000012222",2867,"ENSRNOG00000012222"
"ENSRNOG00000012227",1705,"ENSRNOG00000012227"
"ENSRNOG00000012228",2763,"ENSRNOG00000012228"
"ENSRNOG00000012229",1977,"ENSRNOG00000012229"
"ENSRNOG00000012235",1736,"ENSRNOG00000012235"
"ENSRNOG00000012236",1868,"ENSRNOG00000012236"
"ENSRNOG00000012237",4916,"ENSRNOG00000012237"
"ENSRNOG00000012240",6792,"ENSRNOG00000012240"
"ENSRNOG00000012247",2172,"ENSRNOG00000012247"
"ENSRNOG00000012255",4602,"ENSRNOG00000012255"
"ENSRNOG00000012258",5077,"ENSRNOG00000012258"
"ENSRNOG00000012259",2505,"ENSRNOG00000012259"
"ENSRNOG00000012260",2012,"ENSRNOG00000012260"
"ENSRNOG00000012262",2062,"ENSRNOG00000012262"
"ENSRNOG00000012263",2419,"ENSRNOG00000012263"
"ENSRNOG00000012264",3711,"ENSRNOG00000012264"
"ENSRNOG00000012266",2273,"ENSRNOG00000012266"
"ENSRNOG00000012269",2002,"ENSRNOG00000012269"
"ENSRNOG00000012270",3618,"ENSRNOG00000012270"
